date,type,category,description,amount
2026-07-24,expense,Software & Subscriptions,Travel & lodging,11379.92
2021-02-06,expense,Marketing & Advertising,Utilities bill,-12291.88
2021-02-23,expense,Wages,Insurance premium,9255.13
2021-02-23,expense,Wages,Insurance premium,9255.13
2020-07-08,revenue,Online / Digital Sales,Service contract payment,-23439.79
2020-12-13,revenue,,Monthly subscription charge,23698.25
2022-05-30,revenue,Consulting / Retainers,Retainer fee,760.1
2022-10-27,revenue,Affiliate / Referral Revenue,Service contract payment,12615.7
2022-03-20,expense,Rent / Office Space,Legal retainer fee,2069.69
2020-11-01,expense,Professional Services (Legal/Accounting),,4124.34
2025-06-04,revenue,Consulting / Retainers,Referral commission,19636.61
2020-09-08,revenue,Product Sales,Project milestone payment,(1245.30)
2022-03-11,expense,Cost of Goods Sold (COGS),Conference registration,13982.9
2021-01-07,expense,Wages,AWS hosting bill,11018.93
2025-08-17,revenue,Affiliate / Referral Revenue,Product bundle sale,
2020-05-27,expense,Other Expense,Google Ads campaign,1754.42
2023-06-13,revenue,Product Sales,License renewal,13080.53
2022-05-06,expense,Marketing & Advertising,Travel & lodging,6323.07
"Jan 07, 2025",expense,Professional Services (Legal/Accounting),Office rent payment,5054.94
2020-08-28,revenue,Consulting / Retainers,Wholesale shipment,4395.76
2025-04-14,revenue,Online / Digital Sales,Referral commission,6985.41
2025-05-28,revenue,Subscription Income,Monthly subscription charge,15175.51
2021-08-22,revenue,Service Revenue,,4901.8
2024-11-26,EXPENSE,Professional Services (Legal/Accounting),Conference registration,763.71
2025-07-18,expense,Software & Subscriptions,AWS hosting bill,10562.31
2024-09-21,revenue,Service Revenue,Project milestone payment,15242.54
2020-09-13,Income,Software & Subscriptions,Google Ads campaign,5555.27
2022-01-28,revenue,Online / Digital Sales,Digital download sale,24181.26
2024-08-07,expense,Software & Subscriptions,Equipment purchase,10384.71
2027-03-09,expense,Salaries & Wages,Accounting services,5128.9
2027-03-09,expense,Salaries & Wages,Accounting services,5128.9
2024-12-16,revenue,,Consulting engagement,9629.1
"Dec 11, 2023",expense,Marketing & Advertising,Equipment purchase,1620.15
2020-03-25,revenue,Consulting / Retainers,Wholesale shipment,5866.09
2021-05-12,revenue,Service Revenue,Retainer fee,24130.36
2022-06-27,revenue,Affiliate / Referral Revenue,Digital download sale,16737.77
2025-10-21,expense,Other Expense,Printing & postage,5658.96
2027-01-03,expense,Marketing & Advertising,Software license renewal,8779.6
2022-01-19,revenue,Subscription Income,Affiliate payout received,17785.99
2024-08-11,revenue,Subscription Income,Project milestone payment,
2023-12-14,revenue,Online / Digital Sales,Enterprise agreement,24642.45
2023-12-13,revenue,,Product bundle sale,7281.73
2022-09-20,expense,Salaries & Wages,Office rent payment,N/A
2021-04-07,expense,,Software license renewal,7120.35
2021-04-12,revenue,Affiliate / Referral Revenue,,13523.6
2020-11-19,expense,Cost of Goods Sold (COGS),Accounting services,10308.51
2022-10-29,expense,Salaries & Wages,Legal retainer fee,12285.38
2020-07-14,revenue,Product Sales,Enterprise agreement,
2024-08-01,revenue,Product Sales,Retainer fee,10980.88
"Jul 17, 2025",revenue,Service Revenue,Project milestone payment,15406.27
2026-08-09,revenue,Other Revenue,Monthly subscription charge,8993.86
2022-11-21,expense,Marketing & Advertising,  Contractor payment  ,3301.91
2021-02-15,expense,Cost of Goods Sold (COGS),Office rent payment,2615.93
2024-02-11,credit,Other Expense,AWS hosting bill,11091.66
2024-01-25,revenue,,License renewal,1512.9
2021-09-24,revenue,Product Sales,Affiliate payout received,"$21,469.25"
2020-06-10,revenue,Online / Digital Sales,Consulting engagement,18090.85
2024-12-05,EXPENSE,Salaries & Wages,Monthly payroll,11315.34
2022-08-14,expense,Cost of Goods Sold (COGS),Accounting services,12733.49
2024-03-05,expense,Rent / Office Space,Accounting services,TBD
2022-01-05,expense,Salaries & Wages,Conference registration,-6663.76
2022-02-02,revenue,Online / Digital Sales,Consulting engagement,3693.1
2027-10-18,expense,Professional Services (Legal/Accounting),Software license renewal,5789.61
2021-12-26,revenue,rent,Annual subscription,17652.25
2023-03-26,revenue,advertising,Referral commission,22599.29
2023-05-09,expense,Cost of Goods Sold (COGS),Software license renewal,
2016-10-17,revenue,Service Revenue,Annual subscription,13535.76
2024-07-30,expense,Salaries & Wages,Office rent payment,9978.8
2020-02-03,revenue,Online / Digital Sales,Product bundle sale,17235.34
2020-02-03,revenue,Online / Digital Sales,Product bundle sale,17235.34
06/07/2021,revenue,Subscription Income,Consulting engagement,15877.27
2016-12-25,expense,Salaries & Wages,Accounting services,8408.47
01/04/2024,revenue,Product Sales,License renewal,20024.02
2024-10-22,expense,Other Expense,Office supplies,12556.03
2022-04-24,revenue,Service Revenue,Annual subscription,9215.5
2021-10-24,expense,Rent / Office Space,Printing & postage,5208.95
2020-03-02,expense,Cost of Goods Sold (COGS),Utilities bill,2949.3
2024-03-18,Income,Other Expense,Conference registration,7418.06
2022-06-11,expense,Other Expense,Office supplies,5061.8
2022-04-19,expense,salaries,Office rent payment,354.74
2022-04-25,expense,Other Expense,Printing & postage,986.46
2022-04-25,expense,Other Expense,Printing & postage,986.46
2021-12-12,Rev,Software & Subscriptions,Accounting services,9084.62
2027-02-21,revenue,Other Revenue,Online store order,9769.62
2023-11-28,revenue,,Consulting engagement,16629.42
2024-11-24,revenue,Online / Digital Sales,License renewal,3118.68
2022-04-07,expense,Other Expense,Google Ads campaign,"$4,151.59"
2024-04-01,expense,Other Expense,Contractor payment,N/A
2023-04-10,expense,Professional Services (Legal/Accounting),Printing & postage,"$13,587.88"
2021-04-13,credit,Professional Services (Legal/Accounting),Conference registration,7224.73
2025-07-02,revenue,Other Revenue,  Project milestone payment  ,1142.2
2021-12-30,revenue,Consulting / Retainers,Online store order,15321.84
2021-10-11,expense,Cost of Goods Sold (COGS),Office rent payment,13570.65
"Nov 26, 2021",revenue,Wholesale Revenue,Product bundle sale,5515.7
2023-12-17,expense,Professional Services (Legal/Accounting),AWS hosting bill,
2021-09-04,EXPENSE,Software & Subscriptions,Office supplies,328.71
2021-10-20,expense,Marketing & Advertising,Legal retainer fee,(1582.21)
2021-12-29,expense,Professional Services (Legal/Accounting),Accounting services,"$10,712.89"
2025-05-06,Costs,Wholesale Revenue,Service contract payment,1513.92
2021-06-23,revenue,Other Revenue,Annual subscription,17160.16
2024-10-17,revenue,Affiliate / Referral Revenue,Product bundle sale,-4200.42
2023-03-13,expense,Other Expense,Equipment purchase,14359.52
2022-10-25,EXPENSE,Affiliate / Referral Revenue,Product bundle sale,11755.79
2021-02-26,revenue,Service Revenue,Q1 client invoice,6158.26
2024-03-17,revenue,Other Revenue,Annual subscription,16160.74
2026-08-31,revenue,Product Sales,Service contract payment,22836.46
2022-06-18,expense,Professional Services (Legal/Accounting),Printing & postage,13005.52
2021-09-14,expense,Software & Subscriptions,Google Ads campaign,(11463.58)
2025-08-05,expense,Rent / Office Space,,1570.54
2022-03-01,revenue,Consulting / Retainers,Online store order,(2553.53)
2023-07-19,revenue,Wholesale Revenue,Product bundle sale,14560.24
2021-08-06,revenue,Service Revenue,Product bundle sale,1981.41
2025-09-03,Revenue,Marketing & Advertising,Accounting services,14469.09
2020-01-19,expense,,AWS hosting bill,1938.58
2022-08-26,revenue,cost of goods,Annual subscription,7165.97
2024-03-15,revenue,Other Revenue,Referral commission,21322.77
2020-11-24,expense,Professional Services (Legal/Accounting),Equipment purchase,9266.1
2025-09-05,revenue,Product Sales,License renewal,1538.41
2020-02-14,revenue,Affiliate / Referral Revenue,Digital download sale,20469.18
2025-09-28,expense,Software & Subscriptions,Travel & lodging,12255.93
2025-09-28,expense,Software & Subscriptions,Travel & lodging,12255.93
2021-07-27,revenue,,Online store order,15662.62
2021-01-14,expense,Marketing & Advertising,Printing & postage,8671.7
2021-01-12,expense,Cost of Goods Sold (COGS),Printing & postage,11428.62
2022-07-29,expense,Professional Services (Legal/Accounting),Conference registration,395.01
2022-07-29,expense,Professional Services (Legal/Accounting),Conference registration,395.01
2021-03-27,revenue,Wholesale Revenue,,10742.9
2024-06-28,expense,Professional Services (Legal/Accounting),Equipment purchase,(14532.78)
2023-07-13,expense,Salaries & Wages,Accounting services,13412.58
2025-02-17,revenue,,Wholesale shipment,1427.92
2020-10-30,expense,Rent / Office Space,Conference registration,10751.47
2023-07-22,revenue,Online / Digital Sales,Wholesale shipment,"$22,348.42"
2026-05-10,revenue,Product Sales,Wholesale shipment,16476.15
2021-09-17,revenue,Consulting / Retainers,Wholesale shipment,12247.19
2025-08-22,revenue,Subscription Income,  Product bundle sale  ,4680.65
2020/01/23,revenue,Product Sales,License renewal,24444.38
2019-04-23,revenue,Subscription Income,License renewal,8451.25
2020-12-18,Revenue,Professional Services (Legal/Accounting),Office rent payment,102.07
2020-12-18,Revenue,Professional Services (Legal/Accounting),Office rent payment,102.07
2020-11-14,revenue,Wholesale Revenue,Retainer fee,15144.63
2027-08-03,expense,Professional Services (Legal/Accounting),Contractor payment,9594.93
2024-12-22,expense,Other Expense,Monthly payroll,-7047.76
2020-03-30,other,Software & Subscriptions,Monthly payroll,11285.27
2026-05-15,revenue,Affiliate / Referral Revenue,Digital download sale,19185.07
2025-11-20,expense,Marketing & Advertising,Legal retainer fee,N/A
2020-01-23,revenue,Consulting / Retainers,Online store order,4429.93
2023-12-03,expense,Professional Services (Legal/Accounting),Software license renewal,5044.35
2022-05-02,revenue,Affiliate / Referral Revenue,Project milestone payment,22566.21
2025-11-19,expense,Professional Services (Legal/Accounting),Contractor payment,7973.8
2024-12-12,expense,Rent / Office Space,Conference registration,(14695.27)
2024-05-20,revenue,Affiliate / Referral Revenue,Affiliate payout received,
2024-03-28,revenue,Subscription Income,Q1 client invoice,21491.39
2023-08-11,revenue,Other Revenue,Digital download sale,9226.74
2022-09-25,revenue,Subscription Income,Affiliate payout received,3856.92
2022-07-06,Revenue,Wholesale Revenue,Retainer fee,13113.95
2022-09-11,expense,Cost of Goods Sold (COGS),Office rent payment,6875.82
2024/01/14,expense,Rent / Office Space,Office rent payment,11761.28
2022-08-19,revenue,Wholesale Revenue,License renewal,14218.15
2020-03-03,expense,Salaries & Wages,Conference registration,
2023-10-26,expense,Cost of Goods Sold (COGS),Software license renewal,"$8,376.28"
2022-01-25,revenue,Online / Digital Sales,Affiliate payout received,-17711.11
2020-01-05,revenue,Service Revenue,Referral commission,15241.65
2023-06-26,expense,Rent / Office Space,AWS hosting bill,(13681.34)
2025/04/22,expense,Software & Subscriptions,AWS hosting bill,319.07
"May 16, 2021",revenue,Affiliate / Referral Revenue,Consulting engagement,13334.0
2021-01-19,revenue,Other Revenue,Enterprise agreement,23662.38
2020-06-29,expense,Software & Subscriptions,,13813.12
2025/07/04,expense,Marketing & Advertising,Insurance premium,12103.54
2020-02-29,expense,Marketing & Advertising,Equipment purchase,8637.93
2024-03-04,expense,Salaries & Wages,Printing & postage,1317.67
2022-11-06,revenue,Product Sales,Product bundle sale,4072.2
2022-12-30,expense,Rent / Office Space,AWS hosting bill,
2020-03-31,expense,Cost of Goods Sold (COGS),Utilities bill,3051.17
2022-09-26,expense,Cost of Goods Sold (COGS),Monthly payroll,10524.6
2025-08-29,revenue,Affiliate / Referral Revenue,Annual subscription,7234.59
2020-02-24,revenue,Consulting / Retainers,Product bundle sale,3030.24
2023-12-29,revenue,product sales,Q1 client invoice,6887.77
2023-12-29,revenue,product sales,Q1 client invoice,6887.77
2020-08-23,expense,Other Expense,Office rent payment,(1440.95)
2023-07-02,expense,Salaries & Wages,Travel & lodging,12996.62
2020-01-05,revenue,Consulting / Retainers,Referral commission,9702.75
2022-06-19,expense,Rent / Office Space,Travel & lodging,6506.96
2025-10-08,Costs,Online / Digital Sales,Product bundle sale,15104.08
2022-07-09,REVENUE,Online / Digital Sales,Monthly subscription charge,21756.45
05/29/2024,revenue,Affiliate / Referral Revenue,Annual subscription,8896.65
2020-03-09,other,Rent / Office Space,Legal retainer fee,2573.45
2024-03-03,expense,Cost of Goods Sold (COGS),  Office supplies  ,7681.29
2022/12/12,expense,Cost of Goods Sold (COGS),Conference registration,1319.66
2021-09-01,revenue,Other Revenue,Service contract payment,(17645.95)
2021-02-07,revenue,Subscription Income,Q1 client invoice,8115.08
2025-12-20,expense,salaries,AWS hosting bill,7917.01
2022-05-02,revenue,Product Sales,  Referral commission  ,3307.0
2024-06-26,expense,Salaries & Wages,Accounting services,13138.2
2025-05-06,revenue,,License renewal,14228.75
2020-10-11,expense,Other Expense,Office supplies,
2020-05-12,revenue,Service Revenue,,4368.92
2021-09-23,revenue,Consulting / Retainers,Digital download sale,-19641.07
2021-07-24,revenue,Affiliate / Referral Revenue,Wholesale shipment,13904.64
2020-04-28,expense,Rent / Office Space,Printing & postage,7179.61
2020-08-28,expense,Software & Subscriptions,Printing & postage,5808.1
2022-01-25,EXPENSE,Online / Digital Sales,Q1 client invoice,23366.38
2025-01-20,credit,Other Revenue,Retainer fee,7381.24
2023-04-23,revenue,Online / Digital Sales,Service contract payment,18449.86
30/12/2022,expense,Salaries & Wages,Legal retainer fee,5308.59
2022-11-18,debit,Cost of Goods Sold (COGS),Software license renewal,3265.52
2021-07-23,Revenue,Service Revenue,Monthly subscription charge,5434.64
2020-11-14,revenue,Other Revenue,,10715.1
2021-11-19,debit,Service Revenue,Service contract payment,20481.25
2024-05-09,expense,Professional Services (Legal/Accounting),  Travel & lodging  ,12234.67
2021-04-03,revenue,Other Revenue,,9404.9
2021-01-01,revenue,Online / Digital Sales,Annual subscription,TBD
2020-09-17,expense,advertising,Insurance premium,1223.84
2022-07-29,Income,Marketing & Advertising,Insurance premium,13837.61
2025-03-26,expense,Professional Services (Legal/Accounting),Conference registration,2735.35
2020-06-03,revenue,Affiliate / Referral Revenue,Service contract payment,N/A
2024-08-14,revenue,Online / Digital Sales,Project milestone payment,-10318.27
2025-02-18,expense,Cost of Goods Sold (COGS),Insurance premium,12964.02
2023-09-27,expense,Rent / Office Space,Contractor payment,
2020-10-31,expense,Marketing & Advertising,Legal retainer fee,TBD
2024-05-25,revenue,Service Revenue,,4571.13
2023-12-19,revenue,Subscription Income,Annual subscription,10331.87
2023-10-18,revenue,Consulting / Retainers,Product bundle sale,"$23,635.94"
2021-06-13,expense,Other Expense,Google Ads campaign,8522.6
2020-12-01,expense,Marketing & Advertising,Travel & lodging,13294.74
2021-12-04,expense,Rent / Office Space,Legal retainer fee,12907.9
2023-09-21,expense,Rent / Office Space,Contractor payment,12702.0
2025-03-15,expense,Cost of Goods Sold (COGS),Insurance premium,296.2
